id,DOE,Age,First_Name,Last_Name,Gender,profession,Working_experience,Salary,Platforms,Hobbies,Counttyandstate,demographics,indebt,isHomeOwner,Owns_Car,Phone
1042,4/27/2021 11:04,56,aria,cruz,female,Software Engineer,8,"$11,074 ",Instagram,Sports,"Brazil, MassachUnited States of America s of Americaetts",Urban,TRUE,FALSE,FALSE,(604) 555-3392
1043,4/27/2021 11:04,35,diego,roel,female,Marketer Manager,1,"$14,305 ",Instagram,Lifestlye,"Brazil, New York",Urban,TRUE,TRUE,FALSE,(509) 555-7969
1044,4/27/2021 11:04,21,martine,rancé,male,Marketer Manager,9,"$13,007 ",Instagram,Travel,"Brazil, New York",Rural,FALSE,TRUE,TRUE,069-0245984
1045,4/27/2021 11:04,42,maria,larsson,male,Marketer Manager,6,"$10,969 ",YouTube,Travel,"Brazil, Michigan",Sub_Urban,FALSE,FALSE,TRUE,(415) 555-5938
1046,4/27/2021 11:04,31,peter,franken,female,Student,4,"$18,772 ",Instagram,Travel,"Brazil, Wisconsin",Urban,TRUE,FALSE,TRUE,(9) 331-6954
1047,4/27/2021 11:04,26,carine,schmitt,male,Software Engineer,9,"$12,824 ",Facebook,Travel,"Brazil, Nebraska",Rural,FALSE,FALSE,FALSE,(8) 34-56-12
1048,4/27/2021 11:04,43,paolo,accorti,female,Software Engineer,5,"$11,211 ",Instagram,Sports,"Turkey, California",Sub_Urban,TRUE,TRUE,FALSE,(503) 555-9573
1049,4/27/2021 11:04,19,lino,rodriguez,non-binary,Marketer Manager,5,"$10,229 ",Instagram,Sports,"Turkey, West Virginia",Sub_Urban,TRUE,TRUE,TRUE,035-640230
1050,4/27/2021 11:04,37,eduardo,saavedra,female,Student,5,"$14,284 ",YouTube,Lifestlye,"Nigeria, Wisconsin",Rural,TRUE,FALSE,TRUE,(02) 201 24 67
1051,4/27/2021 11:04,45,josé,freyre,non-binary,Software Engineer,1,"$13,185 ",YouTube,Lifestlye,"Nigeria, ",Rural,TRUE,TRUE,FALSE,(514) 555-8054
1052,4/27/2021 11:04,64,andré,fonseca,male,Marketer Manager,1,"$10,501 ",Facebook,Travel,"Nigeria, Colorado",Urban,FALSE,FALSE,FALSE,0342-023176
1053,4/27/2021 11:04,24,howard,snyder,female,Software Engineer,8,"$10,048 ",Facebook,Sports,"Nigeria, Texas",Sub_Urban,FALSE,TRUE,TRUE,(171) 555-7733
1054,4/27/2021 11:04,61,manuel,pereira,male,Software Engineer,8,"$13,566 ",YouTube,Travel,"London, ",Sub_Urban,FALSE,TRUE,FALSE,(1) 135-5333
1055,4/27/2021 11:04,25,mario,pontes,non-binary,Marketer Manager,6,"$13,055 ",YouTube,Lifestlye,"London, North Carolina",Sub_Urban,FALSE,TRUE,TRUE,(907) 555-7584
1056,4/27/2021 11:04,64,carlos,hernández,non-binary,Marketer Manager,4,"$18,880 ",Instagram,Lifestlye,"Japan, California",Rural,TRUE,TRUE,TRUE,0221-0644327
1057,4/27/2021 11:04,52,yoshi,latimer,non-binary,Software Engineer,2,"$10,386 ",YouTube,Travel,"Japan, Virginia",Urban,FALSE,TRUE,FALSE,(1) 42.34.22.66
1058,4/27/2021 11:04,31,patricia,mckenna,male,Software Engineer,2,"$10,969 ",Facebook,Lifestlye,"Japan, Illinois",Sub_Urban,TRUE,FALSE,FALSE,(5) 552-3745
1059,4/27/2021 11:04,34,helen,bennett,male,Marketer Manager,9,"$19,197 ",Instagram,Travel,"Japan, Pennsylvania",Rural,TRUE,FALSE,FALSE,6562-9722
1060,4/27/2021 11:04,53,philip,cramer,male,Software Engineer,5,"$15,820 ",Facebook,Sports,"Japan, Iowa",Sub_Urban,FALSE,TRUE,TRUE,(1) 356-5634
1061,4/27/2021 11:04,57,daniel,tonini,male,Software Engineer,4,"$13,052 ",Instagram,Travel,"Japan, District of Columbia",Urban,TRUE,FALSE,FALSE,(21) 555-4252
1062,4/27/2021 11:04,21,annette,roulet,non-binary,Marketer Manager,1,"$17,397 ",YouTube,Sports,"Japan, California",Sub_Urban,FALSE,FALSE,FALSE,(11) 555-1189
1063,4/27/2021 11:04,19,yoshi,tannamuri,non-binary,Software Engineer,7,"$12,302 ",Facebook,Sports,"Japan, ",Urban,FALSE,TRUE,TRUE,0372-035188
1064,4/27/2021 11:04,23,john,steel,female,Software Engineer,3,"$12,283 ",Instagram,Lifestlye,"Japan, Illinois",Urban,FALSE,FALSE,TRUE,(1) 123-5555
1065,4/27/2021 11:04,59,renate,messner,female,Student,6,"$19,799 ",Instagram,Lifestlye,"Japan, Missouri",Sub_Urban,FALSE,TRUE,FALSE,(505) 555-5939
1066,4/27/2021 11:04,21,jaime,yorres,male,Marketer Manager,5,"$14,366 ",YouTube,Lifestlye,"Japan, MassachUnited States of America s of Americaetts",Sub_Urban,FALSE,FALSE,TRUE,0522-556721
1067,4/27/2021 11:04,46,carlos,gonzález,non-binary,Student,5,"$10,122 ",YouTube,Travel,"Japan, Iowa",Urban,TRUE,FALSE,TRUE,(21) 555-3412
1068,4/27/2021 11:04,35,felipe,izquierdo,non-binary,Student,5,"$16,799 ",YouTube,Travel,"Japan, MassachUnited States of America s of Americaetts",Rural,FALSE,FALSE,TRUE,0897-034214
1069,4/27/2021 11:04,43,fran,wilson,non-binary,Student,1,"$19,472 ",Facebook,Lifestlye,"Japan, MassachUnited States of America s of Americaetts",Urban,FALSE,FALSE,FALSE,(91) 745 6200
1070,4/27/2021 11:04,61,giovanni,rovelli,female,Software Engineer,1,"$13,727 ",Instagram,Travel,"Japan, Pennsylvania",Sub_Urban,TRUE,FALSE,FALSE,07-98 92 35
1071,4/27/2021 11:04,51,catherine,dewey,female,Software Engineer,3,"$18,450 ",YouTube,Lifestlye,"Japan, California",Sub_Urban,FALSE,FALSE,TRUE,(208) 555-8097
1072,4/27/2021 11:04,27,jean,fresnière,non-binary,Student,4,"$19,139 ",Facebook,Travel,"Japan, ",Rural,FALSE,FALSE,TRUE,(171) 555-1717
1073,4/27/2021 11:04,53,alexander,feuer,non-binary,Student,5,"$14,958 ",Facebook,Sports,"Japan, North Carolina",Urban,TRUE,TRUE,TRUE,31 12 34 56
1074,4/27/2021 11:04,31,simon,crowther,non-binary,Student,2,"$10,524 ",Facebook,Sports,"Japan, New York",Urban,TRUE,TRUE,FALSE,(1) 47.55.60.10
1075,4/27/2021 11:04,48,yvonne,moncada,female,Software Engineer,8,"$19,079 ",YouTube,Lifestlye,"Japan, ",Urban,FALSE,TRUE,TRUE,(307) 555-4680
1076,4/27/2021 11:04,32,rene,phillips,non-binary,Student,2,"$18,399 ",YouTube,Travel,"Japan, ",Sub_Urban,TRUE,TRUE,TRUE,(071) 23 67 22 20
1077,4/27/2021 11:04,25,henriette,pfalzheim,non-binary,Student,9,"$10,148 ",Instagram,Travel,"Japan, Utah",Urban,FALSE,FALSE,FALSE,(503) 555-3612
1078,4/27/2021 11:04,31,marie,bertrand,male,Marketer Manager,2,"$18,001 ",Instagram,Sports,"Japan, Texas",Rural,TRUE,FALSE,TRUE,(406) 555-5834
1079,4/27/2021 11:04,40,guillermo,fernández,male,Marketer Manager,9,"$10,437 ",YouTube,Sports,"Japan, Minnesota",Sub_Urban,FALSE,FALSE,FALSE,0251-031259
1080,4/27/2021 11:04,57,georg,pipps,female,Software Engineer,7,"$13,749 ",Facebook,Lifestlye,"Japan, Alabama",Sub_Urban,FALSE,TRUE,FALSE,(5) 555-2933
1081,4/27/2021 11:04,38,isabel,castro,non-binary,Marketer Manager,8,"$18,186 ",Facebook,Sports,"Japan, New York",Urban,FALSE,TRUE,FALSE,(11) 555-2167
1082,4/27/2021 11:04,33,bernardo,batista,non-binary,Marketer Manager,2,"$14,453 ",Facebook,Lifestlye,"Japan, Alabama",Rural,TRUE,TRUE,TRUE,(206) 555-8257
1083,4/27/2021 11:04,62,lúcia,carvalho,male,Marketer Manager,7,"$15,336 ",Instagram,Sports,"Japan, Florida",Sub_Urban,FALSE,FALSE,TRUE,86 21 32 43
1084,4/27/2021 11:04,35,horst,kloss,female,Software Engineer,6,"$14,551 ",Facebook,Sports,"Japan, State Work in",Sub_Urban,TRUE,TRUE,FALSE,78.32.54.86
1085,4/27/2021 11:04,64,sergio,gutiérrez,male,Marketer Manager,4,"$12,823 ",Instagram,Travel,"Germany, Washington",Urban,FALSE,FALSE,TRUE,26.47.15.10
1086,4/27/2021 11:05,41,paula,wilson,male,Software Engineer,7,"$15,728 ",Instagram,Sports,"Germany, Indiana",Urban,FALSE,TRUE,FALSE,0711-020361
1087,4/27/2021 11:05,43,maurizio,moroni,male,Student,4,"$18,677 ",Facebook,Sports,"Germany, Tennessee",Rural,FALSE,FALSE,TRUE,981-443655
1088,4/27/2021 11:05,42,janete,limeira,male,Marketer Manager,2,"$18,391 ",Facebook,Lifestlye,"Germany, Maryland",Urban,FALSE,TRUE,FALSE,(14) 555-8122
1089,4/27/2021 11:05,62,michael,holz,non-binary,Software Engineer,7,"$11,982 ",YouTube,Sports,"Germany, District of Columbia",Rural,FALSE,FALSE,FALSE,(206) 555-4112
1090,4/27/2021 11:05,58,alejandra,camino,non-binary,Marketer Manager,8,"$16,996 ",YouTube,Lifestlye,"Germany, Ohio",Sub_Urban,TRUE,TRUE,TRUE,90-224 8858
1091,4/27/2021 11:05,46,jonas,bergulfsen,male,Student,2,"$19,663 ",Facebook,Sports,"Germany, ",Rural,TRUE,TRUE,TRUE,(26) 642-7012
1092,4/27/2021 11:05,32,jose,pavarotti,female,Software Engineer,5,"$12,311 ",Instagram,Sports,"Germany, Florida",Rural,TRUE,FALSE,TRUE,030-0074321
1093,4/27/2021 11:05,62,hari,kumar,female,Software Engineer,1,"$17,225 ",Instagram,Lifestlye,"Germany, North Carolina",Rural,FALSE,FALSE,TRUE,(5) 555-4729
1094,4/27/2021 11:05,18,jytte,petersen,female,Software Engineer,7,"$19,713 ",Instagram,Travel,"Germany, Indiana",Sub_Urban,FALSE,TRUE,FALSE,(5) 555-3932
1095,4/27/2021 11:05,42,dominique,perrier,female,Student,8,"$10,604 ",Instagram,Lifestlye,"Germany, New York",Urban,TRUE,FALSE,FALSE,(171) 555-7788
1096,4/27/2021 11:05,24,art,braunschweiger,male,Student,6,"$18,175 ",Instagram,Lifestlye,"Germany, Arizona",Sub_Urban,FALSE,TRUE,TRUE,0921-12 34 65
1097,4/27/2021 11:05,26,pascale,cartrain,non-binary,Student,5,"$15,785 ",YouTube,Lifestlye,"Germany, Michigan",Urban,FALSE,FALSE,TRUE,0621-08460
1098,4/27/2021 11:05,41,liz,nixon,female,Software Engineer,6,"$19,609 ",Facebook,Travel,"Germany, New Hampshire",Rural,FALSE,TRUE,FALSE,88.60.15.31
1099,4/27/2021 11:05,18,liu,wong,male,Student,2,"$14,597 ",YouTube,Sports,"Germany, New York",Rural,TRUE,FALSE,TRUE,(91) 555 22 82
1100,4/27/2021 11:05,61,karin,josephs,female,Marketer Manager,1,"$17,759 ",Instagram,Lifestlye,"Germany, ",Rural,TRUE,TRUE,TRUE,91.24.45.40
1101,4/27/2021 11:05,25,miguel,paolino,female,Student,7,"$17,532 ",Instagram,Lifestlye,"Germany, California",Rural,TRUE,TRUE,TRUE,(604) 555-4729
1102,4/27/2021 11:05,41,anabela,domingues,male,Software Engineer,7,"$18,740 ",Instagram,Travel,"Germany, ",Rural,TRUE,TRUE,TRUE,(171) 555-1212
1103,4/27/2021 11:05,28,helvetius,nagy,non-binary,Marketer Manager,2,"$10,838 ",Instagram,Lifestlye,"Germany, ",Urban,TRUE,FALSE,FALSE,(1) 135-5555
1104,4/27/2021 11:05,34,palle,ibsen,non-binary,Student,2,"$13,815 ",Facebook,Sports,"Germany, MassachUnited States of America s of Americaetts",Urban,FALSE,TRUE,FALSE,(5) 555-3392
1105,4/27/2021 11:05,25,mary,saveley,male,Marketer Manager,1,"$10,847 ",Instagram,Travel,"Germany, New York",Rural,FALSE,FALSE,TRUE,0452-076545
1106,4/27/2021 11:05,52,paul,henriot,non-binary,Marketer Manager,8,"$14,709 ",Facebook,Sports,"Germany, ",Sub_Urban,FALSE,FALSE,FALSE,(11) 555-7647
1107,4/27/2021 11:05,52,rita,müller,male,Software Engineer,8,"$14,507 ",Instagram,Sports,"Germany, Missouri",Sub_Urban,FALSE,FALSE,TRUE,(171) 555-2282
1108,4/27/2021 11:05,50,pirkko,koskitalo,male,Marketer Manager,1,"$16,575 ",Facebook,Travel,"Germany, Illinois",Rural,TRUE,TRUE,TRUE,0241-039123
1109,4/27/2021 11:05,22,paula,parente,male,Marketer Manager,8,"$14,773 ",YouTube,Lifestlye,"Germany, Pennsylvania",Urban,TRUE,FALSE,TRUE,40.67.88.88
1110,4/27/2021 11:05,59,karl,jablonski,non-binary,Software Engineer,9,"$14,468 ",Instagram,Sports,"Germany, Iowa",Sub_Urban,FALSE,FALSE,FALSE,(171) 555-0297
1111,4/27/2021 11:05,56,matti,karttunen,male,Software Engineer,4,"$15,192 ",Facebook,Sports,"Germany, ",Sub_Urban,TRUE,FALSE,FALSE,7675-3425
1112,4/27/2021 11:05,58,zbyszek,piestrzeniewicz,female,Software Engineer,1,"$13,320 ",YouTube,Sports,"Germany, ",Sub_Urban,FALSE,TRUE,FALSE,(11) 555-9857
1113,4/27/2021 11:05,45,maria,anders,non-binary,Marketer Manager,1,"$14,698 ",Instagram,Sports,"Germany, California",Rural,FALSE,FALSE,FALSE,(91) 555 94 44
1114,4/27/2021 11:05,24,ana,trujillo,non-binary,Marketer Manager,3,"$14,311 ",Instagram,Travel,"Germany, District of Columbia",Sub_Urban,FALSE,FALSE,FALSE,20.16.10.16
1115,4/27/2021 11:05,26,antonio,moreno,non-binary,Marketer Manager,5,"$13,673 ",Instagram,Travel,"Germany, MassachUnited States of America s of Americaetts",Sub_Urban,FALSE,FALSE,TRUE,0695-34 67 21
1116,4/27/2021 11:05,25,thomas,hardy,non-binary,Software Engineer,5,"$11,564 ",Facebook,Sports,"Germany, New York",Sub_Urban,TRUE,FALSE,TRUE,089-0877310
1117,4/27/2021 11:05,29,christina,berglund,female,Student,9,"$11,840 ",Facebook,Lifestlye,"Germany, MassachUnited States of America s of Americaetts",Sub_Urban,FALSE,TRUE,FALSE,40.32.21.21
1118,4/27/2021 11:05,51,hanna,moos,non-binary,Marketer Manager,2,"$16,058 ",YouTube,Sports,"Germany, ",Urban,TRUE,TRUE,FALSE,011-4988260
1119,4/27/2021 11:05,50,frédérique,citeaux,non-binary,Student,2,"$17,131 ",Facebook,Lifestlye,"Germany, ",Rural,FALSE,FALSE,FALSE,(1) 354-2534
1120,4/27/2021 11:05,40,martín,sommer,male,Software Engineer,6,"$10,726 ",Facebook,Sports,"Germany, New Jersey",Rural,FALSE,FALSE,TRUE,(93) 203 4560
1121,4/27/2021 11:05,41,laurence,lebihan,non-binary,Marketer Manager,9,"$19,436 ",Instagram,Lifestlye,"Germany, New York",Urban,FALSE,FALSE,FALSE,(95) 555 82 82
1122,4/27/2021 11:05,54,elizabeth,lincoln,female,Student,1,"$16,697 ",Instagram,Sports,"Germany, Wisconsin",Urban,FALSE,FALSE,TRUE,(11) 555-9482
1123,4/27/2021 11:05,52,victoria,ashworth,female,Marketer Manager,9,"$19,257 ",Instagram,Lifestlye,"Germany, Virginia",Rural,TRUE,TRUE,TRUE,(503) 555-7555
1124,4/27/2021 11:05,61,patricio,simpson,female,Marketer Manager,9,"$10,282 ",Instagram,Sports,"Germany, Michigan",Sub_Urban,FALSE,TRUE,FALSE,(2) 283-2951
1125,4/27/2021 11:05,57,francisco,chang,female,Marketer Manager,9,"$11,081 ",Instagram,Sports,"Germany, ",Sub_Urban,TRUE,TRUE,TRUE,(21) 555-0091
1126,4/27/2021 11:05,39,yang,wang,non-binary,Student,5,"$13,885 ",Instagram,Lifestlye,"Germany, Pennsylvania",Rural,FALSE,TRUE,TRUE,(5) 555-1340
1127,4/27/2021 11:05,44,pedro,afonso,non-binary,Software Engineer,9,"$12,881 ",Instagram,Travel,"Germany, Florida",Sub_Urban,FALSE,FALSE,FALSE,(503) 555-6874
1128,4/27/2021 11:05,52,elizabeth,brown,female,Marketer Manager,4,"$12,970 ",YouTube,Lifestlye,"Germany, Tennessee",Urban,FALSE,FALSE,TRUE,2967 542
1129,4/27/2021 11:05,18,sven,ottlieb,female,Software Engineer,2,"$19,344 ",YouTube,Travel,"Germany, Illinois",Sub_Urban,TRUE,TRUE,FALSE,(198) 555-8888
1130,4/27/2021 11:05,52,janine,labrune,non-binary,Software Engineer,6,"$16,985 ",YouTube,Sports,"Germany, Texas",Sub_Urban,FALSE,TRUE,TRUE,0555-09876
1131,4/27/2021 11:05,54,ann,devon,female,Student,4,"$10,947 ",YouTube,Lifestlye,"Germany, Michigan",Sub_Urban,FALSE,FALSE,FALSE,30.59.84.10
1132,4/27/2021 11:05,64,roland,mendel,male,Student,6,"$14,760 ",Instagram,Lifestlye,"Germany, District of Columbia",Rural,FALSE,FALSE,FALSE,61.77.61.10
1133,4/27/2021 11:05,31,aria,cruz,female,Software Engineer,3,"$19,909 ",YouTube,Lifestlye,"Germany, ",Urban,FALSE,FALSE,TRUE,(604) 555-3392
1134,4/27/2021 11:05,20,diego,roel,female,Marketer Manager,6,"$10,066 ",Instagram,Travel,"Germany, ",Sub_Urban,FALSE,FALSE,FALSE,(509) 555-7969
1135,4/27/2021 11:05,18,martine,rancé,male,Student,2,"$18,828 ",YouTube,Travel,"Germany, ",Rural,TRUE,FALSE,TRUE,069-0245984
1136,4/27/2021 11:05,22,maria,larsson,male,Marketer Manager,2,"$18,505 ",Facebook,Sports,"Germany, ",Sub_Urban,TRUE,TRUE,TRUE,(415) 555-5938
1137,4/27/2021 11:05,43,peter,franken,non-binary,Marketer Manager,9,"$10,564 ",YouTube,Travel,"Germany, Nebraska",Urban,FALSE,TRUE,FALSE,(9) 331-6954
1138,4/27/2021 11:05,31,carine,schmitt,non-binary,Marketer Manager,7,"$19,793 ",YouTube,Travel,"Germany, MassachUnited States of America s of Americaetts",Sub_Urban,FALSE,FALSE,TRUE,(8) 34-56-12
1139,4/27/2021 11:05,56,paolo,accorti,male,Software Engineer,3,"$19,017 ",Instagram,Sports,"Germany, Colorado",Urban,TRUE,FALSE,FALSE,(503) 555-9573
1140,4/27/2021 11:05,44,lino,rodriguez,male,Marketer Manager,1,"$13,670 ",YouTube,Lifestlye,"Germany, ",Sub_Urban,FALSE,TRUE,TRUE,035-640230
1141,4/27/2021 11:05,26,eduardo,saavedra,non-binary,Software Engineer,8,"$19,217 ",Facebook,Lifestlye,"Germany, Georgia",Urban,TRUE,FALSE,TRUE,(02) 201 24 67
1142,4/27/2021 11:05,32,josé,freyre,female,Software Engineer,6,"$12,251 ",Instagram,Sports,"Germany, ",Sub_Urban,FALSE,TRUE,FALSE,(514) 555-8054
1143,4/27/2021 11:05,32,andré,fonseca,male,Marketer Manager,7,"$10,804 ",Instagram,Lifestlye,"Germany, District of Columbia",Urban,FALSE,TRUE,TRUE,0342-023176
1144,4/27/2021 11:05,43,howard,snyder,non-binary,Marketer Manager,9,"$14,631 ",YouTube,Travel,"Germany, Texas",Sub_Urban,TRUE,TRUE,TRUE,(171) 555-7733
1145,4/27/2021 11:05,59,manuel,pereira,female,Marketer Manager,5,"$19,583 ",Instagram,Sports,"Germany, Virginia",Sub_Urban,FALSE,TRUE,TRUE,(1) 135-5333
1146,4/27/2021 11:05,30,mario,pontes,male,Marketer Manager,1,"$11,235 ",Instagram,Sports,"Germany, Oklahoma",Rural,TRUE,FALSE,TRUE,(907) 555-7584
1147,4/27/2021 11:05,49,carlos,hernández,female,Software Engineer,7,"$16,720 ",Instagram,Sports,"Germany, Ohio",Rural,TRUE,FALSE,TRUE,0221-0644327
1148,4/27/2021 11:05,56,yoshi,latimer,non-binary,Marketer Manager,5,"$16,906 ",Instagram,Lifestlye,"Germany, Ohio",Urban,TRUE,TRUE,TRUE,(1) 42.34.22.66
1149,4/27/2021 11:05,49,patricia,mckenna,male,Marketer Manager,3,"$16,016 ",Instagram,Sports,"Germany, South Carolina",Sub_Urban,FALSE,FALSE,TRUE,(5) 552-3745
